chr1	start1	end1	chr2	start2	end2	CTCF_WT_10K.P2P_ChIPCov1	CTCF_WT_10K.P2P_ChIPCov2	CTCF_IKDN_10K.P2P_ChIPCov1	CTCF_IKDN_10K.P2P_ChIPCov2	Bin1_Label	Bin2_Label	CTCF_WT_10K.P2P_R1_RawCC	CTCF_WT_10K.P2P_R1_QVal	CTCF_WT_10K.P2P_R2_RawCC	CTCF_WT_10K.P2P_R2_QVal	CTCF_IKDN_10K.P2P_R1_RawCC	CTCF_IKDN_10K.P2P_R1_QVal	CTCF_IKDN_10K.P2P_R2_RawCC	CTCF_IKDN_10K.P2P_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	CTCF_WT_10K.P2P_SigRepl	CTCF_IKDN_10K.P2P_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	CTCF_WT_851_7001_OE	CTCF_D0_OE	CTCF_D3_OE	CTCF_D12_OE	CTCF_IKDN_852_7002_OE
chr15	97900000	97910000	chr15	97950000	97960000	99	482	139	552.5	LD	LD	34	0.670158063592635	0	1	59	0.004815628075317	44	0.301528619654207	-1.65305466725105	0.983985236217456	5.124021155962e-05	0.0066400926656546	0.00291236931544023	0	1	P	Vdr	CTCF_pos		E			Active_CTCF_pos	5.09443664550781	4.15695667266846	3.47552847862244	6.55185747146606	6.23427152633667
chr15	97900000	97910000	chr15	97960000	97970000	99	645.5	139	696.5	LD	LD	63	0.0707886026873457	0	1	69	0.638470797296333	78	0.00097883492994643	-1.26376862219828	1.5634211529441	9.28042165345e-05	0.0108620738736741	0.00492767309308449	0	1	P	Vdr	CTCF_pos		P	Tmem106c	CTCF_pos		8.47717094421387	10.1258325576782	3.46204805374146	6.55561923980713	10.6065807342529
chr15	98180000	98190000	chr15	98390000	98400000	420	232	452	254	LD	LD	27	0.00737121471096795	22	0.0510300402515733	67	0	43	1.653126416e-08	-1.269825078063	1.1744281913896	0.0006894026028517	0.0543551476042359	0.0246239786305472	1	2	E			Active_CTCF_pos	P	1700031M16Rik	CTCF_pos		9.31720542907715	12.0119247436523	9.48153114318848	15.5906496047974	20.0899963378906
chr15	98580000	98590000	chr15	98610000	98620000	334	384	420.5	485.5	LD	LD	155	1.898770523784e-05	134	0.00134532549677334	343	0	255	0	-1.1531794312001	3.59417882400221	1.171471e-11	7.8668924e-09	3.44468657e-09	2	2	P	Gm29331	CTCF_pos		P	Adcy6	CTCF_pos		13.0247402191162	9.82938861846924	12.5815896987915	24.385347366333	26.5888919830322
chr15	98580000	98590000	chr15	98620000	98630000	334	121.5	420.5	129.5	LD	LD	50	0.587638082695148	47	0.832540193132794	113	8.62139e-12	90	1.58099616317e-06	-1.16840076285329	2.05211071144979	2.116238506973e-05	0.0031619427704411	0.00141796443603983	0	2	P	Gm29331	CTCF_pos		S				5.45590305328369	5.30068588256836	7.60002183914185	11.8987798690796	10.9961576461792
chr15	98580000	98590000	chr15	98630000	98640000	334	533.5	420.5	740	LD	LD	111	0.300386204443003	83	0.994929231029963	220	6.503505e-11	146	0.00328915615141363	-1.0188709898457	2.93943811890217	9.3605951944e-07	0.000216574733203	9.733345023658e-05	0	2	P	Gm29331	CTCF_pos		P	Cacnb3	CTCF_pos		12.8353338241577	8.68070316314697	9.43357753753662	24.5129852294922	22.6096248626709
chr15	98630000	98640000	chr15	98780000	98790000	533.5	736.5	740	1189.5	LD	ND	32	1	23	0.994929231029963	86	0.00013106705267495	55	0.333571531031997	-1.45862442633078	1.46747130578386	1.512118025403e-05	0.00239375537027734	0.00107562272258395	0	1	P	Cacnb3	CTCF_pos		P	Wnt1	CTCF_pos		7.87977504730225	9.37104034423828	7.3619236946106	22.2592277526855	18.5929145812988
chr15	98650000	98660000	chr15	98780000	98790000	245.5	736.5	271.5	1189.5	ND	ND	36	0.15319067622853	23	0.994929231029963	64	0.00018229595004335	56	0.00096106394965465	-1.11331253251117	1.33206667593033	0.00151416910428732	0.0987304015105305	0.0437479225391257	0	2	S				P	Wnt1	CTCF_pos		7.57376766204834	9.81473541259766	7.61912631988525	13.9137096405029	13.9400520324707
chr15	98660000	98670000	chr15	98780000	98790000	590	736.5	684.5	1189.5	LD	ND	43	0.0817138053604802	51	2.773531798418e-05	115	0	99	1.042e-14	-1.29368582973748	2.08730402257225	2.0933881424e-06	0.00043941741141705	0.00019212338560231	1	2	P	Ddx23	CTCF_pos		P	Wnt1	CTCF_pos		11.3522357940674	7.49810743331909	11.3413162231445	22.3286247253418	24.9583492279053
chr15	98690000	98700000	chr15	98780000	98790000	568	736.5	702.5	1189.5	LD	ND	29	1	24	0.994929231029963	82	2.89097924312e-06	60	0.00871592013906068	-1.52173265975373	1.45738641834828	7.20506755228e-06	0.00127741233609612	0.00056043221038796	0	2	P	Gm34152	CTCF_pos		P	Wnt1	CTCF_pos		5.25221729278565	4.19156694412231	7.06708335876465	12.6795043945313	12.6484498977661
chr15	98690000	98700000	chr15	98800000	98810000	568	685.5	702.5	848.5	LD	LD	55	0.282626214308252	40	0.994929231029963	115	1.458243e-11	72	0.0221074475822494	-1.08011717419381	1.97089760655923	0.00012271612760999	0.0136417915124274	0.00619558641570097	0	1	P	Gm34152	CTCF_pos		P	Ddn,B130046B21Rik	CTCF_pos		10.8093156814575	10.6405372619629	11.7129316329956	14.9737844467163	20.544246673584
chr15	98700000	98710000	chr15	98780000	98790000	368	736.5	491	1189.5	LD	ND	58	0.685378635267353	41	0.994929231029963	129	1.55742416443e-06	99	0.00241318676566375	-1.29987173874324	2.17864278665255	9.4695826654e-07	0.0002190502970252	9.844189313902e-05	0	2	P	Ccdc65	CTCF_pos		P	Wnt1	CTCF_pos		9.06055545806885	7.75963592529297	14.6011772155762	10.3188047409058	20.2183437347412
chr15	98710000	98720000	chr15	98780000	98790000	427	736.5	513	1189.5	LD	ND	59	0.887090782993146	44	0.994929231029963	143	4.60812411584e-06	123	4.63620400437e-06	-1.46307253798248	2.34848754803554	7.05936102e-09	2.8054113886e-06	1.22578585842e-06	0	2	E			Active_CTCF_pos	P	Wnt1	CTCF_pos		8.58113861083984	10.1453590393066	9.11754512786865	11.7268848419189	21.8589000701904
chr15	98720000	98730000	chr15	98780000	98790000	207.5	736.5	192.5	1189.5	LD	ND	43	1	42	0.961100622607442	93	0.00743198651763361	101	2.286758862e-07	-1.28477695826669	1.94502214359151	6.54980174968e-06	0.00117540684636907	0.00052797140709517	0	2	P	Fkbp11	CTCF_pos		P	Wnt1	CTCF_pos		6.37663316726685	3.32904076576233	9.15767574310303	9.20308113098145	14.4549865722656
chr15	98730000	98740000	chr15	98780000	98790000	290.5	736.5	358.5	1189.5	ND	ND	38	1	33	0.994929231029963	82	0.00910193211700619	67	0.0657594740679422	-1.16875170564337	1.61787395992795	0.00021212475112375	0.0213197319734355	0.00901753406231657	0	1	S				P	Wnt1	CTCF_pos		4.69746732711792	2.68979549407959	7.54686164855957	8.13334083557129	8.06299114227295
chr15	98750000	98760000	chr15	98780000	98790000	90.5	736.5	140.5	1189.5	LD	ND	0	1	37	0.994929231029963	112	5.91980933283e-06	78	0.0382093198756409	-2.5102148793968	1.67079333269606	1.542e-14	1.605867e-11	7.31528e-12	0	1	S				P	Wnt1	CTCF_pos		3.33505463600159	3.38659596443176	2.90344381332397	7.88459587097168	8.24371719360352
chr15	98830000	98840000	chr15	98860000	98870000	514	96	544.5	98.5	LD	ND	0	1	74	0.0034587652560324	69	0.137619288459445	66	0.0687928685235406	-1.02032045777525	1.51981731849894	0.00173026057780587	0.109030675169579	0.0477094728935214	1	0	P	Prkag1,Kmt2d	CTCF_pos		E			Active_CTCF_pos	6.1292896270752	6.36019229888916	8.57207202911377	6.015052318573	6.50208711624146
chr15	98860000	98870000	chr15	98990000	99000000	96	941	98.5	1022	ND	ND	0	1	41	0.302558143783522	44	0.0434949148522721	52	0.00104598660687921	-1.36728080824888	0.941632361077097	0.00082444678956595	0.0621163567040064	0.0281375508719814	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	11.8099431991577	14.9557867050171	11.6100969314575	12.9054698944092	12.8053960800171
chr15	98880000	98890000	chr15	98920000	98930000	216.5	176	225.5	353.5	LD	ND	39	1	38	0.994929231029963	95	0.00052746907015092	77	0.00739237720314712	-1.26222855857751	1.79131154405288	2.406633017716e-05	0.0035581418174944	0.0014948103364739	0	2	P	Rhebl1	CTCF_pos		S				4.33097457885742	6.44397115707398	10.2472200393677	7.27693939208984	9.85369968414307
chr15	99310000	99320000	chr15	99390000	99400000	436.5	162	551.5	194	ND	LD	0	1	78	9.632461839551e-05	91	2.24684360606e-06	73	0.00315380197042569	-1.23025908214271	1.7324164326564	5.115478291415e-05	0.00662933449956377	0.00298537797863597	1	2	P	Prpf40b	CTCF_pos		P	Tmbim6	CTCF_pos		14.2772388458252	16.1940231323242	10.7164602279663	13.1602153778076	14.2784910202026
chr15	99320000	99330000	chr15	99390000	99400000	355.5	162	391.5	194	ND	LD	0	1	53	0.398637890074407	90	5.4705824492e-07	57	0.187167382078138	-1.63185370417492	1.48064608240364	1.27958924173e-06	0.00028683999495118	0.00012983002595394	0	1	P	Fmnl3	CTCF_pos		P	Tmbim6	CTCF_pos		12.3301801681519	12.14368724823	12.0745868682861	10.3472518920898	11.4499006271362
chr15	99390000	99400000	chr15	99460000	99470000	162	452.5	194	554.5	LD	ND	0	1	74	0.0066886014336623	120	1.05117867e-09	74	0.0196189294915121	-1.55519844882366	1.888014484186	1.0408497454e-07	3.14406691325e-05	1.324946374468e-05	1	1	P	Tmbim6	CTCF_pos		P	Gm49484	CTCF_pos		12.9966764450073	11.98996925354	9.36396503448486	9.79539775848389	14.1562404632568
chr15	99390000	99400000	chr15	99470000	99480000	162	623	194	700.5	LD	ND	0	1	61	0.393321077211282	80	0.0013522044163642	72	0.00276237598442707	-1.4690139146036	1.55745349111478	6.32754034463e-06	0.00113878958749453	0.00048108492180185	0	2	P	Tmbim6	CTCF_pos		P	Bcdin3d	CTCF_pos		12.1722612380981	18.7243385314941	9.64481449127197	8.97287368774414	12.3366165161133
chr15	99440000	99450000	chr15	99460000	99470000	77	452.5	84.5	554.5	ND	ND	0	1	86	0.994929231029963	128	0.133547862471098	132	8.184016810738e-05	-1.7467297163229	2.24014035615716	3.476847e-11	2.162465801e-08	9.09815096e-09	0	1	E			Active_CTCF_pos	P	Gm49484	CTCF_pos		6.22992897033691	6.10247802734375	2.82816982269287	4.82710409164429	8.05005168914795
chr15	99680000	99690000	chr15	100350000	100360000	651.5	115	725.5	139.5	LD	ND	0	1	0	1	10	0.00612312320929245	5	0.854987460204277	-5.998687486212	-1.68467387811598	0.00052163884847486	0.0440146279820296	0.0192567675176628	0	1	S				P	Methig1,Mettl7a2	CTCF_pos		4.98812484741211	2.5857138633728	2.68945217132568	7.32153940200806	7.32989501953125
chr15	99820000	99830000	chr15	99900000	99910000	198	687.5	349	835.5	ND	ND	0	1	63	5.2349530769e-06	78	1.1396384066e-07	49	0.0429751135799514	-1.17474568798506	1.39916979043457	0.00059835793034858	0.0485468116559274	0.021801826961227	1	1	P	Lima1	CTCF_pos		P	Gm49495	CTCF_pos		9.97576332092285	11.1333913803101	9.77877044677734	12.2629280090332	10.3947410583496
chr16	10870000	10880000	chr16	10940000	10950000	773.5	89.5	870	114	LD	LD	65	0.00131502618586782	0	1	98	3.7476651e-10	84	1.79571857227e-06	-1.53491077255576	1.79734897610098	3.5055559212e-07	9.208298482339e-05	4.016214893909e-05	1	2	S				S				10.7226934432983	8.71730709075928	11.0368165969849	15.5092697143555	17.4107475280762
chr16	10870000	10880000	chr16	10950000	10960000	773.5	161	870	291.5	LD	LD	53	0.128112290017964	52	0.0641337499193211	109	2.3243282471e-07	107	2.08185098e-09	-1.138676657621	2.14229008060234	1.990816284621e-05	0.00301366998315188	0.00135087050856426	0	2	S				S				11.6680755615234	6.37750959396362	16.5186347961426	25.9482707977295	23.0401668548584
chr16	10880000	10890000	chr16	10940000	10950000	180	89.5	219	114	LD	LD	38	0.0209815712283467	0	1	50	0.00173447570820651	53	1.128618440265e-05	-1.48241091392636	1.01525574482025	0.00021561781763997	0.0216146273423209	0.00946049906073957	0	2	S				S				6.46727275848389	7.86623191833496	8.44484424591065	7.70229482650757	8.88908767700195
chr16	10940000	10950000	chr16	11030000	11040000	89.5	1112.5	114	1298.5	LD	ND	96	1.745e-14	0	1	138	0	117	3e-17	-1.45817222712488	2.29160902734808	1.472572799e-08	5.4434828058e-06	2.44619325801e-06	1	2	S				P	Gm10832,Gm3919	CTCF_pos		19.7333583831787	13.9952144622803	17.7851238250732	27.0641269683838	30.6550941467285
chr16	10950000	10960000	chr16	11030000	11040000	161	1112.5	291.5	1298.5	LD	ND	87	1.4524705449e-07	85	1.08702012e-09	219	0	154	0	-1.2255481071709	2.90027182824943	6.64304284e-09	2.65215989468e-06	1.20786493024e-06	2	2	S				P	Gm10832,Gm3919	CTCF_pos		19.1134204864502	17.93674659729	23.9987716674805	35.9986572265625	39.3368721008301
chr16	11460000	11470000	chr16	11640000	11650000	475	115.5	559.5	204.5	LD	ND	0	1	0	1	30	7.953586885e-08	37	1.4959695e-10	-8.11846890675089	0.0244558252449892	6.3e-15	6.96469e-12	3.13336e-12	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	6.24066829681397	8.18784904479981	8.72297954559326	14.021354675293	13.6981248855591
chr16	11570000	11580000	chr16	11640000	11650000	345.5	115.5	413	204.5	ND	ND	0	1	0	1	54	1.894075736e-06	47	0.00015941078896607	-8.71902612838037	0.576188318407399	0	0	0	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	5.96829175949097	5.44831705093384	3.44004678726196	7.92321348190308	10.3696365356445
chr16	12650000	12660000	chr16	12900000	12910000	78	71	119.5	338	LD	HD	2	1	0	1	11	0.00340663076787806	14	1.417209927452e-05	-3.56114954514337	-1.08608039568477	0.00084941645078264	0.0634536303993377	0.0284633184057179	0	2	S				E			Active_CTCF_pos	0.543803155422211	0.956395983695984	NA	2.46680426597595	6.18048477172852
chr16	13110000	13120000	chr16	13390000	13400000	359	50	438.5	64.5	LD	ND	0	1	0	1	9	0.0881005615276481	14	0.00037645757239931	-6.58026851726425	-1.26505410993361	1.982028240573e-05	0.00300069704666238	0.00136228874978512	0	1	P	Ercc4	CTCF_pos		S				6.39899873733521	13.4548387527466	6.87347316741943	13.7871809005737	7.82806062698364
chr16	13130000	13140000	chr16	13390000	13400000	288.5	50	323.5	64.5	ND	ND	0	1	0	1	12	0.00091092346623746	18	4.623151545e-08	-6.96070418632867	-0.968075372987703	9.206225892e-07	0.0002130927344153	9.579675207961e-05	0	2	P	Ercc4	CTCF_pos		S				4.51636743545532	8.42420864105225	4.62408399581909	4.26761198043823	10.246392250061
chr16	13150000	13160000	chr16	13390000	13400000	158.5	50	145	64.5	ND	ND	0	1	0	1	13	2.884740986643e-05	14	1.484556042193e-05	-6.81878592888021	-1.08169187842766	3.22496734026e-06	0.00063856860600394	0.00028656586204159	0	2	S				S				4.43409061431885	5.97235202789307	5.65576076507568	9.11748886108398	6.27962732315064
chr16	13160000	13170000	chr16	13390000	13400000	419.5	50	462	64.5	ND	ND	0	1	0	1	9	0.00503963002108795	7	0.100356312491057	-6.08051272046669	-1.62804386338496	0.00035528515588714	0.0324729180385807	0.014518519531992	0	1	E			Active_CTCF_pos	S				3.00737929344177	3.9656035900116	4.47644710540772	5.34049797058106	4.32390975952148
chr16	13200000	13210000	chr16	13350000	13360000	66.5	261.5	86.5	334	ND	ND	0	1	0	1	18	0.00051988997894632	9	0.501883591327113	-6.83839572014333	-1.06795478627833	2.77863985597e-06	0.00056223306266307	0.00024582645268185	0	1	E			Active_CTCF_pos	P	Mrtfb	CTCF_pos		4.87079095840454	3.07540941238403	5.78677368164063	4.89578533172607	3.13866400718689
chr16	13200000	13210000	chr16	13400000	13410000	66.5	187	86.5	202	ND	LD	0	1	0	1	18	0.00018479713175799	14	0.0124092754488034	-7.07069475210538	-0.880504568288628	3.1697571635e-07	8.459939159691e-05	3.706463662252e-05	0	1	E			Active_CTCF_pos	P	Gm15738	CTCF_pos		4.85016679763794	7.77413177490234	4.29193878173828	2.71205949783325	7.82408857345581
chr16	13200000	13210000	chr16	13440000	13450000	66.5	364	86.5	438	ND	LD	0	1	0	1	29	2.367346481e-08	14	0.124222372819775	-7.50689658923829	-0.516033059359208	1.4425707e-09	6.686276911e-07	3.0048214445e-07	0	1	E			Active_CTCF_pos	P	Mir193b	CTCF_pos		7.82486629486084	11.0258808135986	11.3115215301514	7.53183841705322	10.8149137496948
chr16	17200000	17210000	chr16	17230000	17240000	970	233.5	1148.5	251	LD	LD	0	1	89	0.0297497430680348	138	3.0389081954e-07	113	7.835939332948e-05	-1.65391818822769	2.21879103843261	4.0527974e-10	2.0801876934e-07	9.336679685e-08	0	2	P	Ube2l3,Gm22129,Rimbp3	CTCF_pos		P	Hic2,Gm49573	CTCF_pos		11.6557750701904	11.5154037475586	7.64002227783203	13.3092098236084	13.3519849777222
chr16	17200000	17210000	chr16	17260000	17270000	970	91	1148.5	98	LD	ND	166	0	0	1	175	0	147	0	-1.00372908362654	2.75598640921818	5.04320931441e-06	0.00094069627507913	0.00041114376015742	1	2	P	Ube2l3,Gm22129,Rimbp3	CTCF_pos		P	Gm26635	CTCF_pos		25.3225612640381	32.1204490661621	12.6023063659668	20.7961959838867	28.8606739044189
chr16	17210000	17220000	chr16	17230000	17240000	420	233.5	429	251	LD	LD	0	1	55	0.994929231029963	97	0.00043924210970485	62	0.499923647373017	-1.69162437591607	1.57581943937	2.0750867332e-07	5.792353811324e-05	2.600633734084e-05	0	1	E			Active_CTCF_pos	P	Hic2,Gm49573	CTCF_pos		4.55406665802002	5.3733491897583	3.29012489318848	7.59405422210693	5.96118497848511
chr16	20510000	20520000	chr16	20530000	20540000	352.5	109.5	396.5	163.5	LD	LD	0	1	26	0.994929231029963	53	0.00129949230968254	40	0.107890812720918	-1.98189503643987	0.770801489421459	9.36031985221e-06	0.00158168876971943	0.00071126380324968	0	1	P	Gm16618,Dvl3	CTCF_pos		P	Ap2m1	CTCF_pos		2.43140840530396	4.69317865371704	3.00151753425598	3.09660458564758	3.93956565856934
chr16	20580000	20590000	chr16	20640000	20650000	87	413	106.5	454.5	LD	LD	0	1	22	0.832466167816457	51	9.7256572915e-07	48	8.1383272213e-06	-2.3017659930087	0.793627565021102	3.278203637e-07	8.672798768116e-05	3.805665578378e-05	0	2	P	Gm20164,Vwa5b2	CTCF_pos		S				5.46530103683472	3.44147658348084	6.36611366271973	3.54305577278137	9.58174324035645
chr16	21200000	21210000	chr16	21390000	21400000	180	560.5	226.5	646.5	ND	LD	23	0.00018861364948802	46	1.464111e-11	82	0	62	0	-1.18431864392353	1.56716453596894	0.00023095774232361	0.0229280209321984	0.010282650560837	2	2	P	Ephb3	CTCF_pos		S				14.6038084030151	23.0870056152344	15.7558374404907	40.5915832519531	30.2172317504883
chr16	21480000	21490000	chr16	21640000	21650000	457.5	105.5	486	103.5	ND	ND	22	0.00024357680804654	0	1	41	3.5e-15	30	2.8524532485e-07	-1.74374295665033	0.460640865851588	0.00050799555095465	0.0430416850155448	0.0181247567554761	1	2	S				E			Active_CTCF_pos	8.58225727081299	9.69825077056885	7.27004480361939	6.83130836486816	12.0313310623169
chr16	23150000	23160000	chr16	23240000	23250000	212	92.5	201.5	121.5	ND	ND	0	1	23	0.00068583850816322	33	1.05505985464e-06	34	4.1083456941e-07	-1.67613115605791	0.38451910725687	0.00110617361496438	0.0780962461893815	0.0350430982392615	1	2	S				E			Active_CTCF_pos	7.09919595718384	5.16746377944946	1.84562611579895	5.09903860092163	8.38821029663086
chr16	23150000	23160000	chr16	23370000	23380000	212	99.5	201.5	170.5	ND	ND	24	9.6519316829e-07	0	1	38	7.9e-16	35	1.106878e-11	-1.65217756796827	0.511946336878664	0.00072970572229481	0.0567222959231089	0.0257403043464453	1	2	S				E			Active_CTCF_pos	9.86624145507812	10.1522560119629	12.0463132858276	14.323878288269	18.149866104126
chr16	23220000	23230000	chr16	23240000	23250000	556.5	92.5	562	121.5	ND	ND	0	1	53	0.360041270066924	79	0.00056736612114803	58	0.0495913247388986	-1.52629715418703	1.4042203128093	9.95842052404e-06	0.00167575434075354	0.0007321310312941	0	1	P	BC106179,St6gal1	CTCF_pos		E			Active_CTCF_pos	4.168128490448	3.06076860427856	3.29012489318848	3.90761995315552	5.75383949279785
chr16	23220000	23230000	chr16	23370000	23380000	556.5	99.5	562	170.5	ND	ND	28	0.00040588595589259	0	1	51	7.686e-14	40	7.513762145e-08	-1.75275055464821	0.791417817527221	6.993781668329e-05	0.00863083615301225	0.00377828164071174	1	2	P	BC106179,St6gal1	CTCF_pos		E			Active_CTCF_pos	11.8290643692017	14.7619647979736	7.8700122833252	8.97560596466065	16.1417007446289
chr16	23370000	23380000	chr16	23400000	23410000	99.5	367.5	170.5	375	ND	LD	29	0.204131721712613	0	1	47	0.00055388088477493	34	0.119592995911645	-1.53657096405729	0.68536577976444	0.00072563032093309	0.056419054795958	0.0247910140022151	0	1	E			Active_CTCF_pos	E			Active_CTCF_pos	3.22859501838684	3.3179976940155	3.13643026351929	3.77425336837769	4.21265840530396
chr16	23980000	23990000	chr16	24280000	24290000	1832	72.5	2068	91	LD	ND	0	1	0	1	35	4.803e-14	31	6.9956521e-10	-8.1063803706494	0.0131650229095377	8.69e-15	9.34472e-12	4.20002e-12	0	2	P	Bcl6,Gm37419	CTCF_pos		P	AC169509.1	CTCF_pos		16.9973907470703	24.7263088226318	6.9414381980896	10.7715044021606	21.3370113372803
chr16	23980000	23990000	chr16	24390000	24400000	1832	152.5	2068	178.5	LD	LD	0	1	62	0	89	0	80	0	-1.5983523299554	1.67320753808349	3.3275542402e-07	8.802513831567e-05	3.950884691951e-05	1	2	P	Bcl6,Gm37419	CTCF_pos		P	Lppos,Lpp	CTCF_pos		62.7404174804688	94.55419921875	29.6974296569824	66.5449676513672	83.873908996582
chr16	24150000	24160000	chr16	24390000	24400000	102.5	152.5	81.5	178.5	ND	LD	0	1	0	1	12	0.00117741800670752	4	0.99548443157754	-6.0986636333196	-1.61730427295304	0.00032886695548107	0.0303614710821013	0.0132804465720351	0	1	E			Active_CTCF_pos	P	Lppos,Lpp	CTCF_pos		3.12994647026062	4.59411668777466	4.65768527984619	0.792825102806091	3.13981366157532
chr16	24280000	24290000	chr16	25060000	25070000	72.5	754	91	730.5	ND	LD	0	1	0	1	8	0.00607608481523109	5	0.319002623310903	-5.79043040794556	-1.82113827666311	0.00124975332604683	0.0855071884200626	0.0388036705476439	0	1	P	AC169509.1	CTCF_pos		E			Active_CTCF_pos	20.1569156646729	16.8827075958252	5.12567472457886	15.585729598999	12.6886720657349
chr16	24280000	24290000	chr16	25340000	25350000	72.5	350	91	368.5	ND	ND	0	1	0	1	5	0.196909417316868	8	0.00524736081757896	-5.76895174793094	-1.83286371873737	0.00134455190933338	0.0905972474007231	0.0384426964111528	0	1	P	AC169509.1	CTCF_pos		S				16.4026489257813	20.2925109863281	12.1057472229004	4.85064077377319	30.1064147949219
chr16	25170000	25180000	chr16	25250000	25260000	121	119	191.5	183.5	ND	ND	0	1	20	0.00107620323075786	41	5.65385e-12	21	0.00049265435005958	-1.78161781500751	0.276394897705306	0.00096938236325997	0.0709537743435108	0.0299941610617862	1	2	E			Active_CTCF_pos	E			Active_CTCF_pos	5.11172866821289	7.17469835281372	4.51924896240234	4.20288896560669	5.61955308914185
